,Finca,Vaca,Raza,Lact,Par,E_par,Ser_concep,IEP,Gestac,D_seca,Dias_ab,IEP_esp,Part_desc,an_Par
1591,201,1692.0,J8,5,2024-04-08,84,1.0,382.0,277.0,55.0,75.0,354.0,,2024
1592,201,1692.0,J8,6,2025-03-28,96,,354.0,279.0,84.0,,,,2025
1593,201,1693.0,J8,2,2020-04-22,37,1.0,370.0,285.0,58.0,71.0,347.0,,2020
1594,201,1693.0,J8,3,2021-04-04,48,1.0,347.0,276.0,53.0,98.0,376.0,,2021
1595,201,1693.0,J8,4,2022-04-15,61,1.0,376.0,278.0,83.0,56.0,333.0,,2022
1596,201,1693.0,J8,5,2023-03-14,72,2.0,333.0,277.0,51.0,139.0,421.0,,2023
1597,201,1693.0,J8,6,2024-05-08,85,1.0,421.0,282.0,76.0,101.0,377.0,,2024
1598,201,1693.0,J8,7,2025-05-20,98,,377.0,276.0,119.0,,,,2025
1599,201,1694.0,J8,2,2020-03-23,36,2.0,338.0,280.0,63.0,192.0,475.0,,2020
1600,201,1694.0,J8,3,2021-07-11,51,1.0,475.0,283.0,103.0,71.0,345.0,,2021
1601,201,1694.0,J8,4,2022-06-21,63,1.0,345.0,274.0,77.0,60.0,336.0,,2022
1602,201,1694.0,J8,5,2023-05-23,74,1.0,336.0,276.0,64.0,57.0,335.0,,2023
1603,201,1694.0,J8,6,2024-04-22,85,1.0,335.0,278.0,67.0,76.0,350.0,,2024
1604,201,1694.0,J8,7,2025-04-07,96,,350.0,274.0,76.0,,,,2025
1605,201,1695.0,J8,2,2020-04-23,37,7.0,352.0,283.0,58.0,300.0,583.0,,2020
1606,201,1695.0,J8,3,2021-11-27,56,1.0,583.0,283.0,66.0,67.0,352.0,,2021
1607,201,1695.0,J8,4,2022-11-14,68,3.0,352.0,285.0,58.0,140.0,418.0,,2022
1608,201,1695.0,J8,5,2024-01-06,81,,418.0,278.0,54.0,,,95.0,2024
1609,201,1696.0,J8,2,2020-05-20,38,2.0,394.0,273.0,57.0,186.0,464.0,,2020
1610,201,1696.0,J8,3,2021-08-27,53,4.0,464.0,278.0,73.0,237.0,518.0,,2021
1611,201,1696.0,J8,4,2023-01-27,70,1.0,518.0,281.0,71.0,68.0,,76.0,2023
1612,201,1698.0,J8,2,2020-10-11,41,1.0,517.0,275.0,79.0,52.0,338.0,,2020
1613,201,1698.0,J8,3,2021-09-14,52,3.0,338.0,286.0,71.0,142.0,422.0,,2021
1614,201,1698.0,J8,4,2022-11-10,66,1.0,422.0,280.0,54.0,70.0,339.0,,2022
1615,201,1698.0,J8,5,2023-10-15,78,1.0,339.0,269.0,66.0,88.0,365.0,,2023
1616,201,1698.0,J8,6,2024-10-14,90,2.0,365.0,277.0,144.0,199.0,,,2024
1617,201,1699.0,J8,2,2020-05-24,37,2.0,348.0,282.0,61.0,101.0,389.0,,2020
1618,201,1699.0,J8,3,2021-06-17,49,11.0,389.0,288.0,68.0,417.0,694.0,,2021
1619,201,1699.0,J8,4,2023-05-12,72,,694.0,277.0,183.0,,,537.0,2023
1620,201,1700.0,J8,2,2021-05-16,48,1.0,699.0,281.0,59.0,90.0,371.0,,2021
1621,201,1700.0,J8,3,2022-05-22,60,3.0,371.0,281.0,75.0,178.0,456.0,,2022
1622,201,1700.0,J8,4,2023-08-21,75,1.0,456.0,278.0,81.0,58.0,344.0,,2023
1623,201,1700.0,J8,5,2024-07-30,86,,344.0,286.0,49.0,,,55.0,2024
1624,201,1701.0,J8,2,2020-09-29,40,2.0,441.0,282.0,89.0,94.0,372.0,,2020
1625,201,1701.0,J8,3,2021-10-06,53,2.0,372.0,278.0,57.0,107.0,390.0,,2021
1626,201,1701.0,J8,4,2022-10-31,65,1.0,390.0,283.0,68.0,91.0,372.0,,2022
1627,201,1701.0,J8,5,2023-11-07,78,2.0,372.0,281.0,64.0,83.0,358.0,,2023
1628,201,1701.0,J8,6,2024-10-30,89,3.0,358.0,275.0,53.0,117.0,,,2024
1629,201,1704.0,J8,2,2020-10-24,41,1.0,396.0,279.0,81.0,62.0,335.0,,2020
1630,201,1704.0,J8,3,2021-09-24,52,,335.0,273.0,45.0,,,5.0,2021
1631,201,1705.0,J8,2,2020-09-28,39,2.0,381.0,269.0,55.0,127.0,405.0,,2020
1632,201,1705.0,J8,3,2021-11-07,53,2.0,405.0,278.0,64.0,74.0,352.0,,2021
1633,201,1705.0,J8,4,2022-10-25,64,2.0,352.0,278.0,62.0,92.0,361.0,,2022
1634,201,1705.0,J8,5,2023-10-21,76,6.0,361.0,269.0,59.0,243.0,513.0,,2023
1635,201,1705.0,J8,6,2025-03-17,93,,513.0,270.0,73.0,,,,2025
1636,201,1706.0,J8,1,2020-07-31,37,,,284.0,,,,453.0,2020
1637,201,1708.0,J8,2,2020-10-03,39,1.0,360.0,284.0,93.0,96.0,368.0,,2020
1638,201,1708.0,J8,3,2021-10-06,51,1.0,368.0,272.0,77.0,56.0,336.0,,2021
1639,201,1708.0,J8,4,2022-09-07,62,1.0,336.0,280.0,77.0,78.0,358.0,,2022
1640,201,1708.0,J8,5,2023-08-31,74,1.0,358.0,280.0,82.0,74.0,356.0,,2023
1641,201,1708.0,J8,6,2024-08-21,85,,356.0,282.0,75.0,,,231.0,2024
1642,201,1709.0,J8,2,2020-08-22,37,2.0,375.0,274.0,63.0,120.0,402.0,,2020
1643,201,1709.0,J8,3,2021-09-28,50,4.0,402.0,282.0,69.0,208.0,486.0,,2021
1644,201,1709.0,J8,4,2023-01-27,66,2.0,486.0,278.0,71.0,142.0,429.0,,2023
1645,201,1709.0,J8,5,2024-03-31,80,1.0,429.0,287.0,80.0,72.0,270.0,,2024
1646,201,1709.0,J8,6,2024-12-26,89,,270.0,198.0,,,,10.0,2024
1647,201,1710.0,J8,2,2020-12-17,40,2.0,453.0,279.0,80.0,141.0,420.0,,2020
1648,201,1710.0,J8,3,2022-02-10,54,,420.0,279.0,61.0,,,306.0,2022
1649,201,1711.0,J8,2,2021-06-01,46,1.0,608.0,214.0,132.0,62.0,257.0,,2021
1650,201,1711.0,J8,3,2022-02-13,54,,257.0,195.0,,,,43.0,2022
1651,201,1713.0,J8,1,2020-06-24,34,1.0,,281.0,,60.0,343.0,,2020
1652,201,1713.0,J8,2,2021-06-02,45,2.0,343.0,283.0,64.0,102.0,384.0,,2021
1653,201,1713.0,J8,3,2022-06-21,58,1.0,384.0,282.0,77.0,98.0,376.0,,2022
1654,201,1713.0,J8,4,2023-07-02,70,1.0,376.0,278.0,58.0,89.0,367.0,,2023
1655,201,1713.0,J8,5,2024-07-03,82,2.0,367.0,278.0,61.0,99.0,,,2024
1656,201,1714.0,J8,2,2020-12-28,40,1.0,453.0,270.0,76.0,73.0,344.0,,2020
1657,201,1714.0,J8,3,2021-12-07,51,,344.0,271.0,57.0,,,371.0,2021
1658,201,1716.0,J8,2,2021-03-22,42,3.0,467.0,284.0,80.0,167.0,435.0,,2021
1659,201,1716.0,J8,3,2022-05-31,56,3.0,435.0,268.0,63.0,210.0,486.0,,2022
1660,201,1716.0,J8,4,2023-09-29,72,3.0,486.0,276.0,62.0,159.0,434.0,,2023
1661,201,1716.0,J8,5,2024-12-06,86,1.0,434.0,275.0,68.0,90.0,,,2024
1662,201,1719.0,J8,2,2020-08-20,34,1.0,280.0,218.0,14.0,43.0,323.0,,2020
1663,201,1719.0,J8,3,2021-07-09,45,3.0,323.0,280.0,65.0,145.0,,262.0,2021
1664,201,1720.0,J8,1,2020-04-29,30,3.0,,276.0,,253.0,528.0,,2020
1665,201,1720.0,J8,2,2021-10-09,48,1.0,528.0,275.0,53.0,72.0,355.0,,2021
1666,201,1720.0,J8,3,2022-09-29,60,1.0,355.0,283.0,86.0,85.0,363.0,,2022
1667,201,1720.0,J8,4,2023-09-27,71,1.0,363.0,278.0,68.0,63.0,345.0,,2023
1668,201,1720.0,J8,5,2024-09-06,83,1.0,345.0,282.0,58.0,154.0,,,2024
1669,201,1721.0,J8,1,2020-03-06,29,1.0,,277.0,,70.0,348.0,,2020
1670,201,1721.0,J8,2,2021-02-17,40,1.0,348.0,278.0,64.0,60.0,331.0,,2021
1671,201,1721.0,J8,3,2022-01-14,51,2.0,331.0,271.0,59.0,77.0,353.0,,2022
1672,201,1721.0,J8,4,2023-01-02,63,2.0,353.0,276.0,61.0,97.0,373.0,,2023
1673,201,1721.0,J8,5,2024-01-10,75,1.0,373.0,276.0,53.0,65.0,336.0,,2024
1674,201,1721.0,J8,6,2024-12-11,86,1.0,336.0,271.0,52.0,89.0,,,2024
1675,201,1722.0,J8,2,2021-02-10,40,1.0,446.0,275.0,120.0,61.0,346.0,,2021
1676,201,1722.0,J8,3,2022-01-22,51,1.0,346.0,285.0,67.0,92.0,374.0,,2022
1677,201,1722.0,J8,4,2023-01-31,63,1.0,374.0,282.0,75.0,55.0,329.0,,2023
1678,201,1722.0,J8,5,2023-12-26,74,8.0,329.0,274.0,43.0,338.0,,,2023
1679,201,1724.0,J8,2,2021-02-04,39,4.0,415.0,273.0,104.0,142.0,,264.0,2021
1680,201,1725.0,J8,1,2020-01-20,26,4.0,,276.0,,164.0,446.0,,2020
1681,201,1725.0,J8,2,2021-04-10,41,2.0,446.0,282.0,59.0,109.0,392.0,,2021
1682,201,1725.0,J8,3,2022-05-07,54,6.0,392.0,283.0,74.0,355.0,635.0,,2022
1683,201,1725.0,J8,4,2024-02-01,75,2.0,635.0,280.0,75.0,119.0,398.0,,2024
1684,201,1725.0,J8,5,2025-03-05,88,,398.0,279.0,61.0,,,,2025
1685,201,1726.0,J8,1,2020-01-02,26,1.0,,274.0,,93.0,375.0,,2020
1686,201,1726.0,J8,2,2021-01-11,38,1.0,375.0,282.0,80.0,57.0,338.0,,2021
1687,201,1726.0,J8,3,2021-12-15,49,1.0,338.0,281.0,65.0,70.0,352.0,,2021
1688,201,1726.0,J8,4,2022-12-02,61,4.0,352.0,282.0,57.0,161.0,439.0,,2022
1689,201,1726.0,J8,5,2024-02-14,75,,439.0,278.0,81.0,,,84.0,2024
1690,201,1727.0,J8,1,2020-03-30,28,1.0,,275.0,,60.0,343.0,,2020
1691,201,1727.0,J8,2,2021-03-08,40,1.0,343.0,283.0,66.0,74.0,354.0,,2021
1692,201,1727.0,J8,3,2022-02-25,51,1.0,354.0,280.0,58.0,58.0,348.0,,2022
1693,201,1727.0,J8,4,2023-02-08,63,1.0,348.0,290.0,83.0,98.0,372.0,,2023
1694,201,1727.0,J8,5,2024-02-15,75,5.0,372.0,274.0,66.0,341.0,,,2024
1695,201,1729.0,J8,1,2020-03-01,26,1.0,,269.0,,75.0,352.0,,2020
1696,201,1729.0,J8,2,2021-02-16,38,4.0,352.0,277.0,63.0,194.0,473.0,,2021
1697,201,1729.0,J8,3,2022-06-04,54,4.0,473.0,279.0,67.0,177.0,452.0,,2022
1698,201,1729.0,J8,4,2023-08-30,68,5.0,452.0,275.0,55.0,320.0,598.0,,2023
1699,201,1729.0,J8,5,2025-04-19,88,,598.0,278.0,53.0,,,,2025
1700,201,1730.0,J8,1,2020-02-04,26,2.0,,279.0,,394.0,673.0,,2020
1701,201,1730.0,J8,2,2021-12-08,48,1.0,673.0,279.0,411.0,60.0,344.0,,2021
1702,201,1730.0,J8,3,2022-11-17,59,,344.0,284.0,61.0,,,426.0,2022
1703,201,1731.0,J8,1,2020-03-22,27,1.0,,278.0,,60.0,342.0,,2020
1704,201,1731.0,J8,2,2021-02-27,38,5.0,342.0,282.0,68.0,204.0,485.0,,2021
1705,201,1731.0,J8,3,2022-06-27,54,4.0,485.0,281.0,83.0,154.0,,422.0,2022
1706,201,1732.0,J8,1,2020-03-03,26,1.0,,268.0,,65.0,271.0,,2020
1707,201,1732.0,J8,2,2020-11-29,35,1.0,271.0,206.0,37.0,97.0,374.0,,2020
1708,201,1732.0,J8,3,2021-12-08,47,4.0,374.0,277.0,347.0,173.0,453.0,,2021
1709,201,1732.0,J8,4,2023-03-06,62,1.0,453.0,280.0,57.0,62.0,340.0,,2023
1710,201,1732.0,J8,5,2024-02-09,73,3.0,340.0,278.0,76.0,161.0,442.0,,2024
1711,201,1732.0,J8,6,2025-04-26,88,,442.0,281.0,54.0,,,,2025
1712,201,1733.0,J8,1,2020-02-17,25,1.0,,263.0,,102.0,383.0,,2020
1713,201,1733.0,J8,2,2021-03-06,38,1.0,383.0,281.0,64.0,65.0,339.0,,2021
1714,201,1733.0,J8,3,2022-02-08,49,1.0,339.0,274.0,56.0,109.0,380.0,,2022
1715,201,1733.0,J8,4,2023-02-23,61,2.0,380.0,271.0,72.0,114.0,384.0,,2023
1716,201,1733.0,J8,5,2024-03-13,74,4.0,384.0,270.0,81.0,205.0,,,2024
1717,201,1734.0,J8,1,2020-03-05,25,3.0,,269.0,,315.0,588.0,,2020
1718,201,1734.0,J8,2,2021-10-14,45,,588.0,273.0,56.0,,,118.0,2021
1719,201,1735.0,J8,1,2020-03-22,26,1.0,,279.0,,102.0,386.0,,2020
1720,201,1735.0,J8,2,2021-04-12,39,,386.0,284.0,61.0,,,50.0,2021
1721,201,1736.0,J8,1,2020-07-18,29,1.0,,274.0,,59.0,339.0,,2020
1722,201,1736.0,J8,2,2021-06-22,41,2.0,339.0,280.0,55.0,94.0,374.0,,2021
1723,201,1736.0,J8,3,2022-07-01,53,1.0,374.0,280.0,67.0,80.0,354.0,,2022
1724,201,1736.0,J8,4,2023-06-20,65,1.0,354.0,274.0,60.0,154.0,431.0,,2023
1725,201,1736.0,J8,5,2024-08-24,79,,431.0,277.0,64.0,,,144.0,2024
1726,201,1738.0,J8,1,2020-04-28,26,1.0,,281.0,,123.0,402.0,,2020
1727,201,1738.0,J8,2,2021-06-04,40,2.0,402.0,279.0,66.0,183.0,,465.0,2021
1728,201,1742.0,J8,1,2020-04-10,25,1.0,,274.0,,72.0,350.0,,2020
1729,201,1742.0,J8,2,2021-03-26,37,3.0,350.0,278.0,84.0,147.0,429.0,,2021
1730,201,1742.0,J8,3,2022-05-29,51,1.0,429.0,282.0,96.0,55.0,341.0,,2022
1731,201,1742.0,J8,4,2023-05-05,62,1.0,341.0,286.0,61.0,54.0,331.0,,2023
1732,201,1742.0,J8,5,2024-03-31,73,1.0,331.0,277.0,52.0,58.0,339.0,,2024
1733,201,1742.0,J8,6,2025-03-05,84,,339.0,281.0,77.0,,,,2025
1734,201,1743.0,J8,1,2020-04-21,26,2.0,,277.0,,77.0,354.0,,2020
1735,201,1743.0,J8,2,2021-04-10,37,2.0,354.0,277.0,44.0,94.0,378.0,,2021
1736,201,1743.0,J8,3,2022-04-23,50,1.0,378.0,284.0,85.0,83.0,344.0,,2022
1737,201,1743.0,J8,4,2023-04-02,61,2.0,344.0,261.0,39.0,95.0,380.0,,2023
1738,201,1743.0,J8,5,2024-04-16,74,1.0,380.0,285.0,122.0,58.0,341.0,,2024
1739,201,1743.0,J8,6,2025-03-23,85,1.0,341.0,283.0,75.0,61.0,,,2025
1740,201,1745.0,J8,1,2020-05-14,26,1.0,,280.0,,30.0,306.0,,2020
1741,201,1745.0,J8,2,2021-03-16,36,1.0,306.0,276.0,74.0,77.0,362.0,,2021
1742,201,1745.0,J8,3,2022-03-13,48,1.0,362.0,285.0,64.0,67.0,346.0,,2022
1743,201,1745.0,J8,4,2023-02-22,59,1.0,346.0,279.0,71.0,101.0,378.0,,2023
1744,201,1745.0,J8,5,2024-03-06,72,1.0,378.0,277.0,74.0,51.0,336.0,,2024
1745,201,1745.0,J8,6,2025-02-05,83,3.0,336.0,285.0,69.0,99.0,,,2025
1746,201,1746.0,J8,1,2020-05-09,26,1.0,,275.0,,71.0,349.0,,2020
1747,201,1746.0,J8,2,2021-04-23,37,1.0,349.0,278.0,57.0,61.0,338.0,,2021
1748,201,1746.0,J8,3,2022-03-27,48,2.0,338.0,277.0,66.0,88.0,360.0,,2022
1749,201,1746.0,J8,4,2023-03-22,60,5.0,360.0,272.0,40.0,162.0,434.0,,2023
1750,201,1746.0,J8,5,2024-05-29,74,1.0,434.0,272.0,57.0,70.0,356.0,,2024
1751,201,1746.0,J8,6,2025-05-20,86,,356.0,286.0,67.0,,,,2025
1752,201,1747.0,J8,1,2020-05-30,26,1.0,,280.0,,88.0,359.0,,2020
1753,201,1747.0,J8,2,2021-05-24,38,1.0,359.0,271.0,55.0,85.0,365.0,,2021
1754,201,1747.0,J8,3,2022-05-24,50,,365.0,280.0,77.0,,,8.0,2022
1755,201,1749.0,J8,1,2020-06-23,26,2.0,,279.0,,100.0,385.0,,2020
1756,201,1749.0,J8,2,2021-07-13,39,2.0,385.0,285.0,52.0,95.0,375.0,,2021
1757,201,1749.0,J8,3,2022-07-23,51,1.0,375.0,280.0,89.0,73.0,358.0,,2022
1758,201,1749.0,J8,4,2023-07-16,63,6.0,358.0,285.0,86.0,281.0,559.0,,2023
1759,201,1749.0,J8,5,2025-01-25,81,1.0,559.0,278.0,73.0,51.0,,,2025
1760,201,1751.0,J8,1,2020-09-18,28,1.0,,276.0,,55.0,337.0,,2020
1761,201,1751.0,J8,2,2021-08-21,39,2.0,337.0,282.0,67.0,123.0,399.0,,2021
1762,201,1751.0,J8,3,2022-09-24,53,,399.0,276.0,65.0,,,333.0,2022
1763,201,1752.0,J8,1,2020-11-21,30,7.0,,276.0,,376.0,651.0,,2020
1764,201,1752.0,J8,2,2022-09-03,52,1.0,651.0,275.0,60.0,67.0,346.0,,2022
1765,201,1752.0,J8,3,2023-08-15,63,4.0,346.0,279.0,66.0,224.0,496.0,,2023
1766,201,1752.0,J8,4,2024-12-23,79,,496.0,272.0,40.0,,,107.0,2024
1767,201,1757.0,J8,1,2021-04-07,34,2.0,,273.0,,78.0,355.0,,2021
1768,201,1757.0,J8,2,2022-03-28,46,,355.0,277.0,67.0,,,355.0,2022
1769,201,1758.0,J8,1,2020-07-23,25,2.0,,276.0,,67.0,346.0,,2020
1770,201,1758.0,J8,2,2021-07-04,36,1.0,346.0,279.0,38.0,68.0,345.0,,2021
1771,201,1758.0,J8,3,2022-06-14,48,1.0,345.0,277.0,77.0,63.0,340.0,,2022
1772,201,1758.0,J8,4,2023-05-20,59,1.0,340.0,277.0,61.0,78.0,357.0,,2023
1773,201,1758.0,J8,5,2024-05-11,71,,357.0,279.0,53.0,,,,2024
1774,201,1759.0,J8,1,2020-09-02,26,1.0,,275.0,,93.0,374.0,,2020
1775,201,1759.0,J8,2,2021-09-11,39,3.0,374.0,281.0,68.0,126.0,402.0,,2021
1776,201,1759.0,J8,3,2022-10-18,52,3.0,402.0,276.0,72.0,229.0,508.0,,2022
1777,201,1759.0,J8,4,2024-03-09,69,,508.0,279.0,58.0,,,6.0,2024
1778,201,1760.0,J8,1,2020-08-18,25,2.0,,269.0,,100.0,384.0,,2020
1779,201,1760.0,J8,2,2021-09-06,38,1.0,384.0,284.0,69.0,56.0,337.0,,2021
1780,201,1760.0,J8,3,2022-08-09,49,2.0,337.0,281.0,63.0,81.0,360.0,,2022
1781,201,1760.0,J8,4,2023-08-04,61,2.0,360.0,279.0,64.0,95.0,376.0,,2023
1782,201,1760.0,J8,5,2024-08-14,73,1.0,376.0,281.0,65.0,96.0,,,2024
1783,201,1763.0,J8,1,2020-09-25,26,1.0,,281.0,,83.0,359.0,,2020
1784,201,1763.0,J8,2,2021-09-19,38,3.0,359.0,276.0,60.0,109.0,380.0,,2021
1785,201,1763.0,J8,3,2022-10-04,50,2.0,380.0,271.0,58.0,150.0,426.0,,2022
1786,201,1763.0,J8,4,2023-12-04,64,2.0,426.0,276.0,51.0,136.0,418.0,,2023
1787,201,1763.0,J8,5,2025-01-25,78,1.0,418.0,282.0,73.0,61.0,,,2025
1788,201,1764.0,J8,1,2020-09-15,25,2.0,,277.0,,320.0,594.0,,2020
1789,201,1764.0,J8,2,2022-05-02,44,1.0,594.0,274.0,69.0,81.0,363.0,,2022
1790,201,1764.0,J8,3,2023-04-30,56,1.0,363.0,282.0,61.0,42.0,325.0,,2023
1791,201,1764.0,J8,4,2024-03-20,67,1.0,325.0,283.0,69.0,58.0,341.0,,2024
1792,201,1764.0,J8,5,2025-02-24,78,1.0,341.0,283.0,70.0,55.0,,,2025
1793,201,1765.0,J8,1,2020-08-30,24,1.0,,269.0,,51.0,336.0,,2020
1794,201,1765.0,J8,2,2021-08-01,35,2.0,336.0,285.0,66.0,84.0,370.0,,2021
1795,201,1765.0,J8,3,2022-08-06,47,1.0,370.0,286.0,60.0,79.0,366.0,,2022
1796,201,1765.0,J8,4,2023-08-07,59,2.0,366.0,287.0,73.0,89.0,367.0,,2023
1797,201,1765.0,J8,5,2024-08-08,72,,367.0,278.0,62.0,,,53.0,2024
1798,201,1766.0,J8,1,2020-10-22,26,4.0,,278.0,,188.0,463.0,,2020
1799,201,1766.0,J8,2,2022-01-28,41,2.0,463.0,275.0,48.0,138.0,419.0,,2022
1800,201,1766.0,J8,3,2023-03-23,55,1.0,419.0,281.0,60.0,63.0,338.0,,2023
1801,201,1766.0,J8,4,2024-02-24,66,4.0,338.0,275.0,75.0,142.0,424.0,,2024
1802,201,1766.0,J8,5,2025-04-23,80,,424.0,282.0,57.0,,,,2025
1803,201,1768.0,J8,1,2020-09-16,24,1.0,,278.0,,73.0,352.0,,2020
1804,201,1768.0,J8,2,2021-09-03,35,4.0,352.0,279.0,66.0,193.0,473.0,,2021
1805,201,1768.0,J8,3,2022-12-20,51,1.0,473.0,280.0,56.0,75.0,352.0,,2022
1806,201,1768.0,J8,4,2023-12-07,62,1.0,352.0,277.0,54.0,55.0,339.0,,2023
1807,201,1768.0,J8,5,2024-11-10,74,2.0,339.0,284.0,64.0,113.0,,,2024
1808,201,1769.0,J8,1,2020-09-12,23,3.0,,261.0,,242.0,519.0,,2020
1809,201,1769.0,J8,2,2022-02-13,40,2.0,519.0,277.0,59.0,106.0,386.0,,2022
1810,201,1769.0,J8,3,2023-03-06,53,2.0,386.0,280.0,63.0,107.0,377.0,,2023
1811,201,1769.0,J8,4,2024-03-17,65,1.0,377.0,270.0,66.0,163.0,441.0,,2024
1812,201,1769.0,J8,5,2025-06-01,80,,441.0,278.0,75.0,,,,2025
1813,201,1771.0,J8,1,2020-12-25,25,2.0,,270.0,,94.0,377.0,,2020
1814,201,1771.0,J8,2,2022-01-06,37,1.0,377.0,283.0,55.0,67.0,,176.0,2022
1815,201,1772.0,J8,1,2021-01-11,25,1.0,,278.0,,83.0,351.0,,2021
1816,201,1772.0,J8,2,2021-12-28,37,,351.0,268.0,42.0,,,350.0,2021
1817,201,1773.0,J8,1,2021-02-06,26,5.0,,276.0,,207.0,484.0,,2021
1818,201,1773.0,J8,2,2022-06-05,41,2.0,484.0,277.0,68.0,144.0,424.0,,2022
1819,201,1773.0,J8,3,2023-08-03,55,2.0,424.0,280.0,69.0,104.0,384.0,,2023
1820,201,1773.0,J8,4,2024-08-21,68,5.0,384.0,280.0,62.0,274.0,,,2024
1821,201,1774.0,J8,1,2021-01-12,25,3.0,,263.0,,113.0,390.0,,2021
1822,201,1774.0,J8,2,2022-02-06,38,1.0,390.0,277.0,57.0,66.0,341.0,,2022
1823,201,1774.0,J8,3,2023-01-13,49,1.0,341.0,275.0,72.0,51.0,,97.0,2023
1824,201,1775.0,J8,1,2021-03-09,25,,,279.0,,,,71.0,2021
1825,201,1776.0,J8,1,2022-04-06,38,1.0,,287.0,,57.0,342.0,,2022
1826,201,1776.0,J8,2,2023-03-14,49,2.0,342.0,285.0,65.0,102.0,380.0,,2023
1827,201,1776.0,J8,3,2024-03-28,61,3.0,380.0,278.0,49.0,192.0,,,2024
1828,201,1777.0,J8,1,2021-04-07,25,1.0,,275.0,,113.0,394.0,,2021
1829,201,1777.0,J8,2,2022-05-06,38,2.0,394.0,281.0,69.0,267.0,542.0,,2022
1830,201,1777.0,J8,3,2023-10-30,56,1.0,542.0,275.0,74.0,59.0,329.0,,2023
1831,201,1777.0,J8,4,2024-09-23,67,1.0,329.0,270.0,76.0,57.0,,,2024
1832,201,1778.0,J8,1,2021-10-23,32,8.0,,275.0,,387.0,666.0,,2021
1833,201,1778.0,J8,2,2023-08-20,54,2.0,666.0,279.0,80.0,96.0,375.0,,2023
1834,201,1778.0,J8,3,2024-08-29,66,,375.0,279.0,51.0,,,1.0,2024
1835,201,1779.0,J8,1,2021-05-04,26,,,281.0,,,,281.0,2021
1836,201,1780.0,J8,1,2021-05-09,25,1.0,,282.0,,73.0,350.0,,2021
1837,201,1780.0,J8,2,2022-04-24,37,1.0,350.0,277.0,61.0,101.0,383.0,,2022
1838,201,1780.0,J8,3,2023-05-12,49,2.0,383.0,282.0,59.0,149.0,431.0,,2023
1839,201,1780.0,J8,4,2024-07-16,63,2.0,431.0,282.0,63.0,127.0,,,2024
1840,201,1781.0,J8,1,2021-05-19,25,1.0,,279.0,,58.0,341.0,,2021
1841,201,1781.0,J8,2,2022-04-25,36,5.0,341.0,283.0,87.0,165.0,441.0,,2022
1842,201,1781.0,J8,3,2023-07-10,51,1.0,441.0,276.0,89.0,58.0,339.0,,2023
1843,201,1781.0,J8,4,2024-06-13,62,2.0,339.0,281.0,50.0,117.0,,,2024
1844,201,1782.0,J8,1,2021-05-23,25,3.0,,272.0,,238.0,514.0,,2021
1845,201,1782.0,J8,2,2022-10-19,42,2.0,514.0,276.0,73.0,125.0,407.0,,2022
1846,201,1782.0,J8,3,2023-11-30,55,1.0,407.0,282.0,62.0,53.0,330.0,,2023
1847,201,1782.0,J8,4,2024-10-25,66,1.0,330.0,277.0,76.0,145.0,,,2024
1848,201,1783.0,J8,1,2021-09-03,28,4.0,,271.0,,453.0,,633.0,2021
1849,201,1784.0,J8,1,2021-06-08,25,4.0,,270.0,,200.0,481.0,,2021
1850,201,1784.0,J8,2,2022-10-02,41,1.0,481.0,281.0,71.0,100.0,384.0,,2022
1851,201,1784.0,J8,3,2023-10-21,54,4.0,384.0,284.0,66.0,206.0,492.0,,2023
1852,201,1784.0,J8,4,2025-02-24,70,1.0,492.0,286.0,68.0,54.0,,,2025
1853,201,1785.0,J8,1,2021-07-16,26,2.0,,266.0,,157.0,423.0,,2021
1854,201,1785.0,J8,2,2022-09-12,40,1.0,423.0,266.0,69.0,59.0,333.0,,2022
1855,201,1785.0,J8,3,2023-08-11,51,1.0,333.0,274.0,62.0,59.0,335.0,,2023
1856,201,1785.0,J8,4,2024-07-11,62,2.0,335.0,276.0,58.0,114.0,,,2024
1857,201,1786.0,J8,1,2022-03-13,34,2.0,,280.0,,146.0,430.0,,2022
1858,201,1786.0,J8,2,2023-05-17,48,1.0,430.0,284.0,135.0,54.0,337.0,,2023
1859,201,1786.0,J8,3,2024-04-18,59,1.0,337.0,283.0,63.0,70.0,350.0,,2024
1860,201,1786.0,J8,4,2025-04-03,71,,350.0,280.0,69.0,,,,2025
1861,201,1788.0,J8,1,2021-07-15,25,4.0,,273.0,,189.0,461.0,,2021
1862,201,1788.0,J8,2,2022-10-19,41,2.0,461.0,272.0,56.0,83.0,364.0,,2022
1863,201,1788.0,J8,3,2023-10-18,53,1.0,364.0,281.0,62.0,71.0,344.0,,2023
1864,201,1788.0,J8,4,2024-09-26,64,1.0,344.0,273.0,61.0,68.0,,,2024
1865,201,1791.0,J8,1,2021-09-08,25,2.0,,273.0,,133.0,404.0,,2021
1866,201,1791.0,J8,2,2022-10-17,38,2.0,404.0,271.0,104.0,107.0,383.0,,2022
1867,201,1791.0,J8,3,2023-11-04,51,3.0,383.0,276.0,53.0,130.0,408.0,,2023
1868,201,1791.0,J8,4,2024-12-16,64,2.0,408.0,278.0,69.0,80.0,,,2024
1869,201,1792.0,J8,1,2021-11-03,26,2.0,,278.0,,111.0,390.0,,2021
1870,201,1792.0,J8,2,2022-11-28,39,1.0,390.0,279.0,72.0,63.0,345.0,,2022
