,Finca,Vaca,Raza,Lact,Par,E_par,Ser_concep,IEP,Gestac,D_seca,Dias_ab,IEP_esp,Part_desc,an_Par
0,185,377.0,J6H2,7,2020-01-07,106,2.0,318.0,263.0,49.0,221.0,,395.0,2020
1,185,383.0,J8,7,2020-02-10,106,2.0,417.0,277.0,93.0,142.0,417.0,,2020
2,185,383.0,J8,8,2021-04-02,120,,417.0,275.0,203.0,,,1.0,2021
3,185,395.0,J8,7,2020-10-24,111,2.0,375.0,278.0,154.0,78.0,352.0,,2020
4,185,395.0,J8,8,2021-10-11,122,1.0,352.0,274.0,81.0,67.0,350.0,,2021
5,185,395.0,J8,9,2022-09-26,134,,350.0,283.0,67.0,,,344.0,2022
6,185,398.0,J8,7,2020-04-03,103,,395.0,286.0,178.0,,,417.0,2020
7,185,402.0,H8,5,2020-05-14,103,1.0,464.0,276.0,91.0,198.0,472.0,,2020
8,185,402.0,H8,6,2021-08-29,119,,472.0,274.0,66.0,,,401.0,2021
9,185,407.0,H8,6,2020-06-14,104,1.0,386.0,275.0,85.0,66.0,354.0,,2020
10,185,407.0,H8,7,2021-06-03,115,2.0,354.0,288.0,70.0,100.0,377.0,,2021
11,185,407.0,H8,8,2022-06-15,128,,377.0,277.0,71.0,,,39.0,2022
12,185,408.0,H8,6,2020-04-09,101,2.0,368.0,280.0,68.0,279.0,564.0,,2020
13,185,408.0,H8,7,2021-10-25,120,,564.0,285.0,146.0,,,27.0,2021
14,185,414.0,J8,7,2020-09-08,105,2.0,338.0,281.0,57.0,125.0,402.0,,2020
15,185,414.0,J8,8,2021-10-15,118,1.0,402.0,277.0,85.0,77.0,365.0,,2021
16,185,414.0,J8,9,2022-10-15,130,,365.0,288.0,74.0,,,364.0,2022
17,185,422.0,H8,6,2021-01-10,106,,497.0,278.0,110.0,,,381.0,2021
18,185,427.0,J8,6,2020-03-30,96,3.0,367.0,279.0,174.0,140.0,424.0,,2020
19,185,427.0,J8,7,2021-05-28,109,,424.0,284.0,88.0,,,277.0,2021
20,185,439.0,J8,6,2021-01-01,101,5.0,501.0,281.0,85.0,183.0,463.0,,2021
21,185,439.0,J8,7,2022-04-09,116,1.0,463.0,280.0,87.0,84.0,356.0,,2022
22,185,439.0,J8,8,2023-03-31,128,2.0,356.0,272.0,57.0,150.0,440.0,,2023
23,185,439.0,J8,9,2024-06-13,142,,440.0,290.0,120.0,,,148.0,2024
24,185,451.0,H8,5,2020-05-09,89,,359.0,274.0,59.0,,,814.0,2020
25,185,454.0,J8,6,2020-05-03,88,2.0,380.0,287.0,73.0,77.0,356.0,,2020
26,185,454.0,J8,7,2021-04-24,100,2.0,356.0,279.0,54.0,89.0,366.0,,2021
27,185,454.0,J8,8,2022-04-25,112,3.0,366.0,277.0,70.0,161.0,446.0,,2022
28,185,454.0,J8,9,2023-07-15,126,1.0,446.0,285.0,73.0,60.0,339.0,,2023
29,185,454.0,J8,10,2024-06-18,137,,339.0,279.0,64.0,,,182.0,2024
30,185,455.0,H8,5,2020-05-02,87,2.0,358.0,277.0,91.0,90.0,361.0,,2020
31,185,455.0,H8,6,2021-04-28,99,,361.0,271.0,77.0,,,475.0,2021
32,185,458.0,J8,6,2021-01-23,95,,425.0,280.0,80.0,,,619.0,2021
33,185,460.0,H8,5,2020-11-09,93,,499.0,295.0,104.0,,,477.0,2020
34,185,461.0,J8,6,2020-05-05,86,1.0,483.0,276.0,63.0,48.0,330.0,,2020
35,185,461.0,J8,7,2021-03-31,97,1.0,330.0,282.0,67.0,66.0,341.0,,2021
36,185,461.0,J8,8,2022-03-07,108,1.0,341.0,275.0,56.0,52.0,336.0,,2022
37,185,461.0,J8,9,2023-02-06,119,2.0,336.0,284.0,70.0,68.0,348.0,,2023
38,185,461.0,J8,10,2024-01-20,131,,348.0,280.0,65.0,,,419.0,2024
39,185,462.0,J7H1,6,2020-05-18,87,2.0,406.0,282.0,68.0,74.0,358.0,,2020
40,185,462.0,J7H1,7,2021-05-11,98,1.0,358.0,284.0,102.0,49.0,328.0,,2021
41,185,462.0,J7H1,8,2022-04-04,109,2.0,328.0,279.0,61.0,69.0,353.0,,2022
42,185,462.0,J7H1,9,2023-03-23,121,3.0,353.0,284.0,69.0,143.0,425.0,,2023
43,185,462.0,J7H1,10,2024-05-21,135,,425.0,282.0,69.0,,,,2024
44,185,465.0,J8,6,2020-04-24,86,3.0,341.0,278.0,66.0,98.0,379.0,,2020
45,185,465.0,J8,7,2021-05-08,98,,379.0,281.0,115.0,,,297.0,2021
46,185,469.0,H8,5,2020-01-01,81,1.0,365.0,279.0,114.0,49.0,242.0,,2020
47,185,469.0,H8,6,2020-08-30,89,,242.0,193.0,,,,150.0,2020
48,185,476.0,J6H2,5,2020-12-23,91,,581.0,283.0,245.0,,,16.0,2020
49,185,478.0,H8,5,2021-04-03,94,4.0,529.0,282.0,176.0,190.0,470.0,,2021
50,185,478.0,H8,6,2022-07-17,110,,470.0,280.0,129.0,,,415.0,2022
51,185,482.0,H8,5,2021-04-15,93,3.0,489.0,290.0,106.0,159.0,442.0,,2021
52,185,482.0,H8,6,2022-07-01,108,3.0,442.0,283.0,113.0,145.0,428.0,,2022
53,185,482.0,H8,7,2023-09-02,122,1.0,428.0,283.0,73.0,67.0,,79.0,2023
54,185,483.01,J8,5,2020-08-28,85,1.0,358.0,281.0,67.0,74.0,361.0,,2020
55,185,483.01,J8,6,2021-08-24,97,4.0,361.0,287.0,84.0,239.0,,398.0,2021
56,185,492.0,J8,5,2020-07-06,80,,399.0,276.0,96.0,,,190.0,2020
57,185,504.0,J6H2,6,2020-09-30,80,,341.0,282.0,130.0,,,338.0,2020
58,185,505.0,J8,5,2020-12-28,83,2.0,451.0,283.0,77.0,137.0,418.0,,2020
59,185,505.0,J8,6,2022-02-19,97,,418.0,281.0,61.0,,,423.0,2022
60,185,506.0,H8,5,2020-02-21,73,1.0,365.0,276.0,65.0,48.0,324.0,,2020
61,185,506.0,H8,6,2021-01-10,83,,324.0,276.0,62.0,,,2.0,2021
62,185,507.0,H8,5,2020-09-03,79,1.0,326.0,196.0,15.0,46.0,331.0,,2020
63,185,507.0,H8,6,2021-07-31,90,7.0,331.0,285.0,116.0,320.0,585.0,,2021
64,185,507.0,H8,7,2023-03-08,109,5.0,585.0,265.0,48.0,322.0,600.0,,2023
65,185,507.0,H8,8,2024-10-28,129,,600.0,278.0,75.0,,,,2024
66,185,509.0,J8,4,2020-02-27,72,,472.0,283.0,178.0,,,557.0,2020
67,185,510.0,H8,5,2020-08-10,77,1.0,351.0,279.0,58.0,97.0,377.0,,2020
68,185,510.0,H8,6,2021-08-22,90,2.0,377.0,280.0,62.0,265.0,545.0,,2021
69,185,510.0,H8,7,2023-02-18,107,,545.0,280.0,95.0,,,442.0,2023
70,185,512.0,J8,5,2020-06-25,76,1.0,349.0,285.0,71.0,100.0,381.0,,2020
71,185,512.0,J8,6,2021-07-11,88,2.0,381.0,281.0,66.0,111.0,387.0,,2021
72,185,512.0,J8,7,2022-08-02,101,,387.0,276.0,77.0,,,350.0,2022
73,185,513.0,H8,3,2020-01-18,70,,433.0,275.0,102.0,,,42.0,2020
74,185,514.0,J8,3,2020-02-15,71,1.0,334.0,278.0,141.0,83.0,366.0,,2020
75,185,514.0,J8,4,2021-02-15,83,2.0,366.0,283.0,76.0,143.0,423.0,,2021
76,185,514.0,J8,5,2022-04-14,97,,423.0,280.0,149.0,,,369.0,2022
77,185,518.0,J8,5,2021-01-20,81,2.0,499.0,288.0,82.0,141.0,418.0,,2021
78,185,518.0,J8,6,2022-03-14,95,1.0,418.0,277.0,118.0,79.0,348.0,,2022
79,185,518.0,J8,7,2023-02-25,106,,348.0,269.0,48.0,,,143.0,2023
80,185,519.0,J8,4,2021-04-16,84,,486.0,290.0,107.0,,,16.0,2021
81,185,520.0,H8,4,2021-02-06,81,6.0,559.0,283.0,99.0,236.0,517.0,,2021
82,185,520.0,H8,5,2022-07-08,98,,517.0,281.0,120.0,,,192.0,2022
83,185,521.0,J8,5,2021-02-06,80,2.0,550.0,281.0,109.0,182.0,467.0,,2021
84,185,521.0,J8,6,2022-05-19,95,,467.0,285.0,93.0,,,495.0,2022
85,185,524.0,J8,4,2020-02-21,68,2.0,387.0,284.0,179.0,141.0,430.0,,2020
86,185,524.0,J8,5,2021-04-26,82,3.0,430.0,289.0,199.0,159.0,439.0,,2021
87,185,524.0,J8,6,2022-07-09,96,5.0,439.0,280.0,67.0,234.0,514.0,,2022
88,185,524.0,J8,7,2023-12-05,113,1.0,514.0,,129.0,39.0,316.0,,2023
89,185,524.0,J8,8,2024-10-16,124,,316.0,277.0,63.0,,,93.0,2024
90,185,525.0,J8,4,2020-05-16,71,1.0,336.0,277.0,75.0,100.0,272.0,,2020
91,185,525.0,J8,5,2021-02-12,80,,272.0,172.0,,,,83.0,2021
92,185,530.0,J8,5,2020-08-31,72,1.0,329.0,273.0,100.0,76.0,357.0,,2020
93,185,530.0,J8,6,2021-08-23,84,1.0,357.0,281.0,63.0,76.0,358.0,,2021
94,185,530.0,J8,7,2022-08-16,95,3.0,358.0,282.0,61.0,156.0,439.0,,2022
95,185,530.0,J8,8,2023-10-29,110,2.0,439.0,283.0,65.0,82.0,363.0,,2023
96,185,530.0,J8,9,2024-10-26,122,4.0,363.0,281.0,66.0,194.0,,,2024
97,185,533.0,H8,3,2020-01-18,64,1.0,626.0,,318.0,67.0,345.0,,2020
98,185,533.0,H8,4,2020-12-28,75,1.0,345.0,278.0,115.0,64.0,348.0,,2020
99,185,533.0,H8,5,2021-12-11,86,1.0,348.0,284.0,68.0,85.0,,751.0,2021
100,185,536.0,J6H2,4,2020-06-26,68,2.0,366.0,277.0,60.0,77.0,357.0,,2020
101,185,536.0,J6H2,5,2021-06-18,80,1.0,357.0,,60.0,58.0,,236.0,2021
102,185,537.0,J7SM1,4,2020-07-03,68,2.0,418.0,286.0,79.0,103.0,382.0,,2020
103,185,537.0,J7SM1,5,2021-07-20,81,3.0,382.0,279.0,57.0,200.0,473.0,,2021
104,185,537.0,J7SM1,6,2022-11-05,96,5.0,473.0,273.0,66.0,243.0,524.0,,2022
105,185,537.0,J7SM1,7,2024-04-12,114,1.0,524.0,281.0,66.0,75.0,355.0,,2024
106,185,537.0,J7SM1,8,2025-04-02,125,,355.0,280.0,64.0,,,,2025
107,185,541.0,J7H1,4,2020-07-01,67,,329.0,278.0,188.0,,,195.0,2020
108,185,542.0,J8,4,2020-05-07,66,1.0,434.0,274.0,84.0,75.0,353.0,,2020
109,185,542.0,J8,5,2021-04-25,77,3.0,353.0,278.0,88.0,170.0,452.0,,2021
110,185,542.0,J8,6,2022-07-21,92,2.0,452.0,282.0,65.0,97.0,383.0,,2022
111,185,542.0,J8,7,2023-08-08,105,1.0,383.0,286.0,,125.0,403.0,,2023
112,185,542.0,J8,8,2024-09-14,118,4.0,403.0,278.0,64.0,233.0,,,2024
113,185,543.0,J4H4,4,2020-11-14,72,1.0,355.0,278.0,64.0,58.0,340.0,,2020
114,185,543.0,J4H4,5,2021-10-20,83,2.0,340.0,282.0,78.0,79.0,,147.0,2021
115,185,546.0,J8,4,2020-03-14,64,3.0,406.0,279.0,201.0,122.0,405.0,,2020
116,185,546.0,J8,5,2021-04-23,77,4.0,405.0,283.0,86.0,167.0,447.0,,2021
117,185,546.0,J8,6,2022-07-14,92,2.0,447.0,280.0,96.0,125.0,,303.0,2022
118,185,547.0,J8,4,2020-01-09,61,1.0,250.0,174.0,,25.0,317.0,,2020
119,185,547.0,J8,5,2020-11-21,72,,317.0,292.0,197.0,,,465.0,2020
120,185,548.0,H8,4,2020-09-21,70,2.0,403.0,276.0,70.0,147.0,423.0,,2020
121,185,548.0,H8,5,2021-11-18,84,1.0,423.0,276.0,62.0,60.0,334.0,,2021
122,185,548.0,H8,6,2022-10-18,95,,334.0,274.0,67.0,,,13.0,2022
123,185,549.0,H8,3,2020-05-03,65,3.0,488.0,289.0,102.0,107.0,386.0,,2020
124,185,549.0,H8,4,2021-05-24,78,1.0,386.0,279.0,103.0,50.0,329.0,,2021
125,185,549.0,H8,5,2022-04-18,89,,329.0,279.0,62.0,,,623.0,2022
126,185,552.0,H4J4,3,2020-03-11,62,1.0,449.0,274.0,60.0,130.0,413.0,,2020
127,185,552.0,H4J4,4,2021-04-28,76,,413.0,283.0,105.0,,,54.0,2021
128,185,555.0,H4J4,4,2020-11-24,70,5.0,425.0,279.0,103.0,228.0,508.0,,2020
129,185,555.0,H4J4,5,2022-04-16,87,1.0,508.0,280.0,114.0,121.0,396.0,,2022
130,185,555.0,H4J4,6,2023-05-17,100,,396.0,275.0,,,,34.0,2023
131,185,559.0,J8,4,2020-07-17,65,1.0,361.0,279.0,95.0,96.0,379.0,,2020
132,185,559.0,J8,5,2021-07-31,78,3.0,379.0,283.0,185.0,208.0,482.0,,2021
133,185,559.0,J8,6,2022-11-25,94,,482.0,274.0,210.0,,,23.0,2022
134,185,560.0,H8,3,2020-07-21,65,2.0,248.0,145.0,,47.0,327.0,,2020
135,185,560.0,H8,4,2021-06-13,76,3.0,327.0,,154.0,141.0,419.0,,2021
136,185,560.0,H8,5,2022-08-06,89,6.0,419.0,278.0,99.0,324.0,,381.0,2022
137,185,562.0,J8,3,2020-03-08,60,1.0,538.0,,286.0,67.0,348.0,,2020
138,185,562.0,J8,4,2021-02-19,72,,348.0,281.0,67.0,,,193.0,2021
139,185,563.0,J8,4,2020-10-11,67,1.0,393.0,283.0,154.0,77.0,361.0,,2020
140,185,563.0,J8,5,2021-10-07,79,,361.0,284.0,184.0,,,298.0,2021
141,185,564.0,J8,4,2020-04-30,61,2.0,348.0,285.0,70.0,102.0,384.0,,2020
142,185,564.0,J8,5,2021-05-19,74,1.0,384.0,282.0,65.0,85.0,368.0,,2021
143,185,564.0,J8,6,2022-05-22,86,2.0,368.0,283.0,68.0,148.0,428.0,,2022
144,185,564.0,J8,7,2023-07-24,100,2.0,428.0,280.0,82.0,158.0,320.0,,2023
145,185,564.0,J8,8,2024-06-08,111,2.0,320.0,162.0,,64.0,338.0,,2024
146,185,564.0,J8,9,2025-05-12,122,,338.0,274.0,143.0,,,,2025
147,185,566.0,H8,3,2020-02-21,59,5.0,410.0,274.0,65.0,185.0,469.0,,2020
148,185,566.0,H8,4,2021-06-04,74,1.0,469.0,284.0,95.0,60.0,333.0,,2021
149,185,566.0,H8,5,2022-05-03,85,1.0,333.0,273.0,59.0,87.0,362.0,,2022
150,185,566.0,H8,6,2023-04-30,97,1.0,362.0,275.0,95.0,75.0,353.0,,2023
151,185,566.0,H8,7,2024-04-17,109,4.0,353.0,278.0,63.0,199.0,,,2024
152,185,572.0,H8,2,2020-03-08,58,2.0,324.0,262.0,50.0,172.0,450.0,,2020
153,185,572.0,H8,3,2021-06-01,73,,450.0,278.0,68.0,,,365.0,2021
154,185,574.0,H8,3,2020-02-06,56,,372.0,281.0,199.0,,,39.0,2020
155,185,576.0,J8,3,2020-07-09,61,2.0,366.0,282.0,154.0,92.0,376.0,,2020
156,185,576.0,J8,4,2021-07-20,73,3.0,376.0,284.0,105.0,155.0,,434.0,2021
157,185,581.0,J8,3,2020-01-23,55,1.0,336.0,280.0,150.0,99.0,,200.0,2020
158,185,584.0,J8,4,2021-01-19,65,1.0,386.0,285.0,241.0,117.0,404.0,,2021
159,185,584.0,J8,5,2022-02-27,79,,404.0,287.0,127.0,,,673.0,2022
160,185,593.0,J8,2,2020-01-23,51,1.0,444.0,277.0,191.0,68.0,350.0,,2020
161,185,593.0,J8,3,2021-01-07,63,2.0,350.0,282.0,216.0,135.0,418.0,,2021
162,185,593.0,J8,4,2022-03-01,76,,418.0,283.0,65.0,,,671.0,2022
163,185,595.0,H8,4,2020-08-31,58,2.0,337.0,269.0,55.0,134.0,406.0,,2020
164,185,595.0,H8,5,2021-10-11,72,1.0,406.0,272.0,69.0,66.0,350.0,,2021
165,185,595.0,H8,6,2022-09-26,83,3.0,350.0,284.0,65.0,132.0,406.0,,2022
166,185,595.0,H8,7,2023-11-06,97,2.0,406.0,274.0,58.0,126.0,399.0,,2023
167,185,595.0,H8,8,2024-12-09,110,,399.0,273.0,56.0,,,,2024
168,185,601.0,J8,2,2020-04-02,52,2.0,599.0,264.0,360.0,91.0,243.0,,2020
169,185,601.0,J8,3,2020-12-01,60,,243.0,152.0,,,,57.0,2020
170,185,602.0,J8,3,2020-05-01,52,,401.0,279.0,206.0,,,56.0,2020
171,185,608.0,J7H1,2,2020-07-21,53,1.0,615.0,,287.0,77.0,362.0,,2020
172,185,608.0,J7H1,3,2021-07-18,65,5.0,362.0,285.0,68.0,354.0,633.0,,2021
173,185,608.0,J7H1,4,2023-04-12,86,,633.0,279.0,156.0,,,57.0,2023
174,185,609.0,H8,3,2020-12-03,57,1.0,375.0,279.0,64.0,96.0,374.0,,2020
175,185,609.0,H8,4,2021-12-12,70,3.0,374.0,278.0,64.0,393.0,664.0,,2021
176,185,609.0,H8,5,2023-10-07,91,2.0,664.0,271.0,94.0,156.0,427.0,,2023
177,185,609.0,H8,6,2024-12-07,105,3.0,427.0,271.0,54.0,135.0,,,2024
178,185,612.0,J8,3,2021-02-21,59,1.0,502.0,,274.0,111.0,386.0,,2021
179,185,612.0,J8,4,2022-03-14,72,1.0,386.0,275.0,81.0,60.0,334.0,,2022
180,185,612.0,J8,5,2023-02-11,83,1.0,334.0,274.0,59.0,55.0,,118.0,2023
181,185,614.0,J8,2,2020-06-21,50,4.0,509.0,275.0,391.0,149.0,432.0,,2020
182,185,614.0,J8,3,2021-08-27,65,2.0,432.0,283.0,87.0,118.0,395.0,,2021
183,185,614.0,J8,4,2022-09-26,78,,395.0,277.0,163.0,,,1.0,2022
184,185,615.0,J8,2,2020-01-09,45,1.0,369.0,280.0,227.0,89.0,373.0,,2020
185,185,615.0,J8,3,2021-01-16,57,1.0,373.0,284.0,224.0,58.0,340.0,,2021
186,185,615.0,J8,4,2021-12-22,68,,340.0,282.0,153.0,,,237.0,2021
187,185,618.0,H8,1,2020-07-19,51,,,274.0,,,,414.0,2020
188,185,621.0,J8,2,2020-05-14,48,2.0,374.0,283.0,230.0,73.0,355.0,,2020
189,185,621.0,J8,3,2021-05-04,60,,355.0,282.0,125.0,,,371.0,2021
190,185,623.0,H8,2,2020-09-16,52,1.0,385.0,275.0,65.0,132.0,410.0,,2020
191,185,623.0,H8,3,2021-10-31,65,1.0,410.0,278.0,61.0,128.0,399.0,,2021
192,185,623.0,H8,4,2022-12-04,78,5.0,399.0,271.0,58.0,362.0,639.0,,2022
193,185,623.0,H8,5,2024-09-03,99,5.0,639.0,277.0,197.0,256.0,,,2024
194,185,625.0,H8,2,2020-12-13,54,1.0,543.0,283.0,82.0,122.0,407.0,,2020
195,185,625.0,H8,3,2022-01-24,68,2.0,407.0,285.0,73.0,193.0,469.0,,2022
196,185,625.0,H8,4,2023-05-08,83,5.0,469.0,276.0,76.0,250.0,531.0,,2023
197,185,625.0,H8,5,2024-10-20,101,3.0,531.0,281.0,67.0,197.0,,,2024
198,185,626.0,H8,2,2020-05-16,47,1.0,429.0,278.0,61.0,54.0,331.0,,2020
199,185,626.0,H8,3,2021-04-12,58,1.0,331.0,277.0,61.0,57.0,339.0,,2021
200,185,626.0,H8,4,2022-03-17,69,3.0,339.0,282.0,66.0,188.0,467.0,,2022
201,185,626.0,H8,5,2023-06-27,85,8.0,467.0,279.0,64.0,368.0,646.0,,2023
202,185,626.0,H8,6,2025-04-03,106,,646.0,278.0,90.0,,,,2025
203,185,629.0,H8,2,2020-08-15,50,1.0,464.0,274.0,137.0,61.0,333.0,,2020
204,185,629.0,H8,3,2021-07-14,61,2.0,333.0,272.0,64.0,152.0,425.0,,2021
205,185,629.0,H8,4,2022-09-12,75,2.0,425.0,273.0,74.0,261.0,542.0,,2022
206,185,629.0,H8,5,2024-03-07,93,1.0,542.0,281.0,120.0,52.0,319.0,,2024
207,185,629.0,H8,6,2025-01-20,103,1.0,319.0,267.0,53.0,84.0,,,2025
208,185,630.0,J8,2,2020-01-10,42,1.0,311.0,270.0,51.0,59.0,337.0,,2020
209,185,630.0,J8,3,2020-12-12,53,2.0,337.0,278.0,190.0,140.0,418.0,,2020
210,185,630.0,J8,4,2022-02-03,67,1.0,418.0,278.0,60.0,70.0,354.0,,2022
211,185,630.0,J8,5,2023-01-23,79,,354.0,284.0,73.0,,,459.0,2023
212,185,633.0,H8,2,2020-06-05,46,1.0,525.0,276.0,375.0,163.0,447.0,,2020
213,185,633.0,H8,3,2021-08-26,60,2.0,447.0,284.0,66.0,159.0,431.0,,2021
214,185,633.0,H8,4,2022-10-31,74,3.0,431.0,272.0,82.0,285.0,557.0,,2022
215,185,633.0,H8,5,2024-05-10,93,,557.0,272.0,72.0,,,,2024
216,185,636.0,H8,2,2020-11-11,50,3.0,493.0,293.0,210.0,112.0,407.0,,2020
217,185,636.0,H8,3,2021-12-23,64,2.0,407.0,295.0,70.0,256.0,536.0,,2021
218,185,636.0,H8,4,2023-06-12,81,,536.0,280.0,72.0,,,326.0,2023
219,185,638.0,H8,2,2020-03-30,43,2.0,313.0,261.0,49.0,190.0,,854.0,2020
220,185,643.0,H8,1,2020-02-04,40,1.0,,,,69.0,346.0,,2020
221,185,643.0,H8,2,2021-01-15,51,3.0,346.0,277.0,99.0,180.0,463.0,,2021
222,185,643.0,H8,3,2022-04-23,67,1.0,463.0,283.0,67.0,65.0,347.0,,2022
223,185,643.0,H8,4,2023-04-05,78,6.0,347.0,282.0,62.0,267.0,544.0,,2023
224,185,643.0,H8,5,2024-09-30,96,1.0,544.0,277.0,73.0,73.0,,165.0,2024
225,185,644.0,H8,2,2020-10-10,47,5.0,457.0,279.0,140.0,519.0,802.0,,2020
226,185,644.0,H8,3,2022-12-21,74,2.0,802.0,283.0,160.0,115.0,393.0,,2022
227,185,644.0,H8,4,2024-01-18,87,,393.0,278.0,63.0,,,,2024
228,185,646.0,H8,2,2020-11-15,48,1.0,352.0,280.0,65.0,57.0,341.0,,2020
229,185,646.0,H8,3,2021-10-22,59,1.0,341.0,284.0,80.0,77.0,361.0,,2021
230,185,646.0,H8,4,2022-10-18,71,3.0,361.0,284.0,67.0,171.0,451.0,,2022
231,185,646.0,H8,5,2024-01-12,86,2.0,451.0,280.0,57.0,146.0,419.0,,2024
232,185,646.0,H8,6,2025-03-06,100,1.0,419.0,273.0,59.0,60.0,,,2025
233,185,647.0,H8,1,2020-02-26,39,3.0,,279.0,,191.0,471.0,,2020
234,185,647.0,H8,2,2021-06-11,55,1.0,471.0,,66.0,62.0,342.0,,2021
235,185,647.0,H8,3,2022-05-19,66,2.0,342.0,280.0,65.0,104.0,373.0,,2022
236,185,647.0,H8,4,2023-05-27,78,,373.0,269.0,56.0,,,140.0,2023
237,185,648.0,J8,1,2020-09-02,45,1.0,,297.0,,148.0,430.0,,2020
238,185,648.0,J8,2,2021-11-06,60,1.0,430.0,282.0,93.0,107.0,377.0,,2021
239,185,648.0,J8,3,2022-11-18,72,1.0,377.0,270.0,90.0,80.0,372.0,,2022
240,185,648.0,J8,4,2023-11-25,84,1.0,372.0,292.0,77.0,78.0,359.0,,2023
241,185,648.0,J8,5,2024-11-18,96,,359.0,281.0,65.0,,,,2024
242,185,650.0,J7SM1,2,2020-07-13,43,1.0,398.0,284.0,200.0,72.0,356.0,,2020
243,185,650.0,J7SM1,3,2021-07-04,55,1.0,356.0,284.0,67.0,52.0,330.0,,2021
244,185,650.0,J7SM1,4,2022-05-30,66,2.0,330.0,278.0,81.0,88.0,373.0,,2022
245,185,650.0,J7SM1,5,2023-06-07,78,3.0,373.0,285.0,91.0,217.0,503.0,,2023
246,185,650.0,J7SM1,6,2024-10-22,95,3.0,503.0,286.0,70.0,173.0,,,2024
247,185,651.0,J8,2,2020-08-01,43,,347.0,292.0,233.0,,,297.0,2020
248,185,652.0,J7H1,2,2020-08-21,44,1.0,333.0,280.0,90.0,95.0,377.0,,2020
249,185,652.0,J7H1,3,2021-09-02,57,1.0,377.0,282.0,73.0,48.0,329.0,,2021
250,185,652.0,J7H1,4,2022-07-28,67,2.0,329.0,281.0,61.0,111.0,393.0,,2022
251,185,652.0,J7H1,5,2023-08-25,80,1.0,393.0,282.0,71.0,71.0,351.0,,2023
252,185,652.0,J7H1,6,2024-08-10,92,,351.0,280.0,65.0,,,,2024
253,185,653.0,H8,1,2020-07-04,42,1.0,,278.0,,134.0,,226.0,2020
254,185,654.0,H8,1,2020-03-12,38,1.0,,276.0,,128.0,406.0,,2020
255,185,654.0,H8,2,2021-04-22,52,1.0,406.0,278.0,71.0,79.0,352.0,,2021
256,185,654.0,H8,3,2022-04-09,63,1.0,352.0,273.0,57.0,130.0,396.0,,2022
257,185,654.0,H8,4,2023-05-10,76,4.0,396.0,266.0,63.0,454.0,727.0,,2023
258,185,654.0,H8,5,2025-05-06,100,,727.0,273.0,69.0,,,,2025
259,185,655.0,H8,1,2020-03-29,39,4.0,,273.0,,147.0,424.0,,2020
260,185,655.0,H8,2,2021-05-27,53,1.0,424.0,277.0,63.0,84.0,374.0,,2021
261,185,655.0,H8,3,2022-06-05,65,3.0,374.0,290.0,75.0,218.0,492.0,,2022
262,185,655.0,H8,4,2023-10-10,81,2.0,492.0,274.0,71.0,94.0,,172.0,2023
263,185,658.0,J8,1,2020-12-03,47,,,288.0,,,,154.0,2020
264,185,659.0,H8,1,2020-09-18,44,2.0,,290.0,,136.0,415.0,,2020
265,185,659.0,H8,2,2021-11-07,58,,415.0,279.0,66.0,,,785.0,2021
266,185,660.0,H8,1,2020-09-18,44,2.0,,290.0,,253.0,533.0,,2020
267,185,660.0,H8,2,2022-03-05,62,3.0,533.0,280.0,123.0,303.0,582.0,,2022
268,185,660.0,H8,3,2023-10-08,81,5.0,582.0,279.0,71.0,240.0,521.0,,2023
269,185,660.0,H8,4,2025-03-12,98,1.0,521.0,281.0,125.0,71.0,,,2025
270,185,664.0,J8,1,2020-03-16,37,,,281.0,,,,135.0,2020
271,185,665.0,H8,1,2020-02-02,35,,,278.0,,,,26.0,2020
272,185,666.0,J8,1,2020-03-14,36,4.0,,270.0,,255.0,539.0,,2020
273,185,666.0,J8,2,2021-09-04,54,,539.0,284.0,151.0,,,144.0,2021
274,185,668.0,J8,1,2020-02-14,35,,,277.0,,,,109.0,2020
275,185,669.0,H8,2,2020-11-18,44,,452.0,298.0,216.0,,,1.0,2020
276,185,670.0,J8,1,2020-04-10,36,,,292.0,,,,301.0,2020
277,185,671.0,J8,1,2020-05-28,38,2.0,,280.0,,103.0,383.0,,2020
278,185,671.0,J8,2,2021-06-15,51,,383.0,,213.0,,,412.0,2021
279,185,672.0,H8,1,2020-01-12,33,,,289.0,,,,36.0,2020
280,185,675.0,J8,1,2020-01-29,33,,,283.0,,,,19.0,2020
281,185,676.0,H8,1,2020-01-28,33,3.0,,282.0,,258.0,533.0,,2020
282,185,676.0,H8,2,2021-07-14,51,3.0,533.0,275.0,99.0,116.0,395.0,,2021
283,185,676.0,H8,3,2022-08-13,64,2.0,395.0,279.0,54.0,277.0,543.0,,2022
284,185,676.0,H8,4,2024-02-07,82,8.0,543.0,266.0,91.0,471.0,,,2024
285,185,680.0,J8,1,2020-04-27,35,2.0,,280.0,,105.0,,207.0,2020
286,185,681.0,H8,1,2020-02-25,33,,,285.0,,,,98.0,2020
287,185,682.0,J8,1,2020-01-09,31,1.0,,284.0,,50.0,,145.0,2020
288,185,683.0,J6H2,1,2020-05-08,35,1.0,,275.0,,77.0,,815.0,2020
289,185,685.0,H8,1,2020-05-12,35,1.0,,272.0,,188.0,472.0,,2020
290,185,685.0,H8,2,2021-08-27,50,,472.0,284.0,108.0,,,152.0,2021
291,185,686.0,J8,4,2024-04-13,81,4.0,,,,216.0,,,2024
